system,pdf_path,category,page,snippet
AutoCodeRover,Agentic Approaches/Tool-Augmented Agents/Autocoderover Autonomous program  improvement..pdf,leakage,,
AutoCodeRover,Agentic Approaches/Tool-Augmented Agents/Autocoderover Autonomous program  improvement..pdf,extra_validation,1,"ch capabilities, ul- timately leading to a program modi/f_ication or patch. In contrast to recent LLM agent approaches from AI researchers and practitioners, our outlook is more software engineering oriented. We work on a program representation (abstract syntax tree) as opposed to view- ing a software project as a mere collection of /f_iles. Our code search exploits the program structure in the form of classes/methods to en- hance LLM’s understanding of the issue’s root cause, and eﬀectively retrieve a context via iterative search. The use of spectrum-based fault localization using tests, further sharpens the context, as long as a test-suite is available. Experiments on the recently proposed SWE-bench-lite (300 real-life Github issues) show increased eﬃcacy in solving Github issues (19% on SWE-bench-lite), which is higher than the eﬃcacy of the recently reported Swe-agent. I"
AutoCodeRover,Agentic Approaches/Tool-Augmented Agents/Autocoderover Autonomous program  improvement..pdf,extra_validation,2,"earch that time limits of 30-60 minutes for automated repair are tolerable, based on extensive developer surveys in the /f_ield [31]. We thus report 19% eﬃcacy on SWE-bench lite in solving GitHub issues, within 4 minutes. We can compare this time limit of 4 minutes to the average time of 2.68 days to /f_ix the GitHub issues manually. • One should be able to exploit debugging techniques like test- based fault localization to guide the search for code in resolving GitHub issues. We show that the use of fault localization in setting the code context leads to an increase in the eﬃcacy of AutoCodeRover in solving GitHub issues. • Finally, it is also useful to examine how many of the solved GitHub issues are producing acceptable patches. We study the patches produced by AutoCodeRover and report that 2/3 of the autonomously produced patches from AutoCodeRover are correct and accept"
AutoCodeRover,Agentic Approaches/Tool-Augmented Agents/Autocoderover Autonomous program  improvement..pdf,extra_validation,10,"r, we observe that the agent does not solely rely on the SBFL results to make API invocations. Instead of searching for methods ranked as top-1 in the SBFL results, the agent searched for the 3rd and 5th ranked methods. These methods are more related to some other hints mentioned in the issue description (highlighted in yellow), and the LLM agent is able to exploit this correlation between the natural language descriptions and the SBFL analysis results. With the correct context collected, AutoCodeRover is then able to draft a patch that resolves this issue. This suggests that an execution-based analysis can complement the agent work/f_low by revealing information not included in the issue description. 6.3 RQ3: Challenges on real-life tasks In this research question, we analyze the task instances in SWE- bench lite that AutoCodeRover failed to resolve (based on the result of"
AutoCodeRover,Agentic Approaches/Tool-Augmented Agents/Autocoderover Autonomous program  improvement..pdf,extra_validation,11,"as bug /f_ixes and feature additions. In this paper, we suggest a LLM-based solution AutoCodeRover for autonomous code improvement. The key distinguishing feature of AutoCodeRover is its conscious attempt to inject a software en- gineering outlook by integrating (a) use of program representations such as ASTs instead of /f_iles, (b) iterative code search by exploiting program structure and (c) use of test-based fault localization when tests can be constructed. AutoCodeRover shows signi/f_icant eﬃ- cacy in terms of solving real-life GitHub issues. AutoCodeRover shows that relying only on the GitHub issue description to guide code search for patches / modi/f_ications can be misleading. From the point of view of program repair, the toughest challenge lies in inferring the intent of the developer or the speci/f_ication. The outlook of AutoCodeRover is that the developer intent i"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",leakage,2,"4 cents per bug. An additional evaluation on a set of recent bugs [25] shows that RepairAgent is able to achieve similar performance on single-line bugs while being a bit worse on multi-line and multi-file bugs, mainly, due to a higher complexity of bugs in GitBug-Java dataset. We believe from these results that RepairAgent is not much affected by potential data leakage of Defects4J. Overall, our results show that our agent-based approach establishes a new state of the art in program repair. In summary, this paper contributes the following: • An autonomous, LLM-based agent for program repair. • A dynamically updated prompt format that guides the LLM through the bug repair process. • A set of tools that enable a LLM to to perform steps a human developer would take when fixing a bug. • A middleware that orchestrates the communication between the LLM and the tools. • Empirical ev"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",leakage,7,"s and 11 projects added in Defects4Jv2. Evaluating on the entire dataset allows us to assess the generalization capabilities of RepairAgent to different projects and bugs, without restricting the evaluation, e.g., based on the number of lines, hunks, or files that need to be fixed. To assess the generalizability of our results and the potential influence of data leakage, we also evaluate RepairAgent on bugs from a newer dataset, GitBug- Java [25]. All bugs in this dataset were discovered and fixed in 2023, i.e., after the cut-off date of the GPT 3.5 version that we use in our evaluation (January 2022). GitBug-Java contains 199 bugs from 55 projects. Due to budget constraints, we randomly sample 100 of these bugs, sampling at least one and at most two bugs per project. The random sample consists of 19 single-line bugs, 64 multi-line and 17 multi-file. b) Baselines: We compare w"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",leakage,9,"11 9 Multi-line 64 8 4 Multi-file 17 0 0 Total 100 19 13 truth bug fix are 2.9 and 9.3, respectively, for Defects4J, but 6.2 and 14.4 for GitBug-Java. Likewise, the mean number of modified tokens is 381 for Defects4J, but 577 for GitBug-Java. We conclude that RepairAgent gener- alizes well to new projects and bugs, and is not strongly affected by potential data leakage (e.g, Defects4J). C. RQ2: Costs of the Approach We measure three kinds of costs imposed by Repair- Agent: (i) Time taken to fix a bug. (ii) The number of tokens consumed by queries to the LLM, which is rel- evant both for commercial models, such as the GPT-3.5 used here, and for self-hosted models, where the number of tokens determines the computational costs. (iii) The monetary costs associated with the token consumption, based on OpenAI’s pricing as of March 2024. Our findings are summarized in Figure 9. The"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",leakage,11,"rAgent often edits only a subset of the required locations. Future work could explore human-in-the-loop approaches, where a partial fix found by an agent could give a developer a head start. B. Threats to Validity and Limitations While RepairAgent shows promising results, we ac- knowledge several potential threats to validity and inher- ent limitations: (i) Data leakage: GPT-3.5 may have seen parts of the Java projects we evaluate on during training. Our closest competitor, ChatRepair, also uses GPT-3.5, and thus faces the same risk. Moreover, the experiment on GitBug-Java suggests that RepairAgent is effective also on bugs guaranteed to not be part of the training data. (ii) Missing test cases: Defects4J has at least one failing test case for each bug, which may not be the case for real-world usage scenarios. It will be interesting to evaluate RepairAgent on bugs with no a-pr"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",extra_validation,3,"of the Repair Agent The repair agent is an LLM trained on natural lan- guage and source code, such as GPT-3.5. RepairAgent queries the LLM with a dynamic prompt that consists of a sequence of static and dynamic sections, as listed in Table I. We describe each section in detail in the following. 1) Role: This section of the prompt defines the agent’s area of expertise, which is to resolve bugs in Java code, and outlines the agent’s primary objective: understanding and fixing bugs. The prompt emphasizes that the agent’s decision-making process is autonomous and should not rely on user assistance. 2) Goals: We define five goals for the agent to pursue, which remain the same across all cycles: • Locate the bug: Execute tests and use fault localiza- tion techniques to pinpoint the bug’s location. Skip this goal when fault localization information is already provided in the promp"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",extra_validation,11,"nt atten- tion. Some approaches address it as a search problem based on manually designed code mutation rules and fix patterns [2], [39], [3]. Alternatively, transformation rules can be derived (semi-)automatically from human-written patches [4], [5], [6]. Other approaches use symbolic constraints to derive fixes [7], [40], [8], [9], integrate repair into a static analysis that identifies bugs [41], [42], [43], or replace buggy code with similar code from the same project [44]. APR has been successfully deployed in industrial contexts [5], [45]. Beyond functional bugs, several techniques target other kinds of problems, such as syntax errors [46], [47], [48], performance bugs [49], vulnerabilities [50], type errors [51], common issues in deep learning code [52], and build errors [53]. b) Learning-based program repair: While early work uses machine learning to rank and select candi"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",extra_validation,12,"ineering (ICSE), 2013, pp. 802–811. [5] J. Bader, A. Scott, M. Pradel, and S. Chandra, “Getafix: Learning to fix bugs automatically,” Proc. ACM Program. Lang., vol. 3, no. OOPSLA, pp. 159:1–159:27, 2019. [Online]. Available: https://doi.org/10.1145/3360585 [6] R. Bavishi, H. Yoshida, and M. R. Prasad, “Phoenix: automated data-driven synthesis of repairs for static analysis violations,” in ESEC/FSE, 2019, pp. 613–624. [Online]. Available: https://doi.org/10.1145/3338906.3338952 [7] H. D. T. Nguyen, D. Qi, A. Roychoudhury, and S. Chandra, “Semfix: program repair via semantic analysis,” in 35th Inter- national Conference on Software Engineering, ICSE ’13, San Francisco, CA, USA, May 18-26, 2013 , 2013, pp. 772–781. [8] J. Xuan, M. Martinez, F. Demarco, M. Clement, S. L. Marcote, T. Durieux, D. Le Berre, and M. Monperrus, “Nopol: Automatic repair of conditional statement bugs in java"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",extra_validation,13,"ng programs with semantic code search (t),” in ASE. IEEE, 2015, pp. 295–306. [41] R. van Tonder and C. L. Goues, “Static automated program repair for heap properties,” in ICSE, 2018, pp. 151–162. [Online]. Available: https://doi.org/10.1145/3180155.3180250 [42] Y . Liu, S. Mechtaev, P. Suboti´c, and A. Roychoudhury, “Program repair guided by datalog-defined static analysis,” in ESEC/FSE, 2023, pp. 1216–1228. [43] N. Jain, S. Gandhi, A. Sonwane, A. Kanade, N. Natarajan, S. Parthasarathy, S. Rajamani, and R. Sharma, “Staticfixer: From static analysis to static repair,” 2023. [44] D. Yang, X. Mao, L. Chen, X. Xu, Y . Lei, D. Lo, and J. He, “Transplantfix: Graph differencing-based code transplantation for automated program repair,” in ASE, 2022, pp. 107:1–107:13. [Online]. Available: https://doi.org/10.1145/3551349.3556893 [45] A. Marginean, J. Bader, S. Chandra, M. Harman, Y . Jia,"
RepairAgent,"Agentic Approaches/Tool-Augmented Agents/Repairagent An autonomous, llm-based agent for  program repair..pdf",extra_validation,13,"18, pp. 151–162. [Online]. Available: https://doi.org/10.1145/3180155.3180250 [42] Y . Liu, S. Mechtaev, P. Suboti´c, and A. Roychoudhury, “Program repair guided by datalog-defined static analysis,” in ESEC/FSE, 2023, pp. 1216–1228. [43] N. Jain, S. Gandhi, A. Sonwane, A. Kanade, N. Natarajan, S. Parthasarathy, S. Rajamani, and R. Sharma, “Staticfixer: From static analysis to static repair,” 2023. [44] D. Yang, X. Mao, L. Chen, X. Xu, Y . Lei, D. Lo, and J. He, “Transplantfix: Graph differencing-based code transplantation for automated program repair,” in ASE, 2022, pp. 107:1–107:13. [Online]. Available: https://doi.org/10.1145/3551349.3556893 [45] A. Marginean, J. Bader, S. Chandra, M. Harman, Y . Jia, K. Mao, A. Mols, and A. Scott, “Sapfix: Automated end-to-end repair at scale,” in ICSE-SEIP, 2019. [46] K. Wang, R. Singh, and Z. Su, “Search, align, and repair: data-driven feedb"
LANTERN,Agentic Approaches/Tool-Augmented Agents/Unlocking LLM Repair Capabilities in Low-Resource Programming Languages Through Cross-Language Translation  and Multi-Agent Refinement..pdf,leakage,,
LANTERN,Agentic Approaches/Tool-Augmented Agents/Unlocking LLM Repair Capabilities in Low-Resource Programming Languages Through Cross-Language Translation  and Multi-Agent Refinement..pdf,extra_validation,2,"y and scalability of existing approaches. It is important to note that programming problems often have equivalent implementations across different languages that serve the same underlying intentions and functions [36, 38], which sug- gests a natural opportunity: if a bug proves difficult to fix in one language, it might be beneficial to draw from the repair expertise available in another language. Intuitively, in other words, an LLM that exhibits superior repair capabilities in one language could be leveraged to assist with resolving issues in another. In addition, as the repair process unfolds new insights and historical experiences [41], these can be fed back into the repair cycle to guide future refinement. Inspired by these intuitions, we propose to leverage cross-language knowledge by translating the buggy code to other languages with iterative refinement using histori"
LANTERN,Agentic Approaches/Tool-Augmented Agents/Unlocking LLM Repair Capabilities in Low-Resource Programming Languages Through Cross-Language Translation  and Multi-Agent Refinement..pdf,extra_validation,2,"fers to the process of transforming source code from one programming language to another, mainly employed for code adaptation scenarios or migrating legacy codebases written in deprecated languages to more modern alternatives [57]. Traditional rule-based translation approaches are costly, requiring substantial manual effort from programmers with specialized expertise in both the source and target languages [ 35]. Existing translation tools typically specialize in specific language pairs (e.g., Java to C# [8]) and require significant domain-specific knowledge to develop and maintain [5]. Meanwhile, unsupervised neural approaches, while promising, necessitate high-quality data for each language pair and computational resources for model training, making them also resource-intensive [36]. With LLMs demonstrating promising ca- pability in translating code between programming la"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,leakage,1,"Hailong Sun, and Abhik Roychoudhury. 2025. Agent That Debugs: Dynamic State-Guided Vulnerability Repair. 1, 1 (April 2025), 21 pages. https: //doi.org/10.1145/nnnnnnn.nnnnnnn 1 Introduction Software vulnerabilities are defects in programs that attackers can exploit to gain unauthorized access or trigger unintended behaviors [ 3], leading to financial loss, leakage of confidential in- formation [13], etc. According to statistics from CVE Details, the number of vulnerabilities has been steadily increasing in recent years, with 40,296 new vulnerabilities reported in 2024, and this number is expected to rise even further in 2025 [2]. This trend indicates that software vulnerabilities have become a significant source of security threats. However, manually fixing vulnerabilities Authors’ Contact Information: Zhengyao Liu, Beihang University, zhengyaoliu@buaa.edu.cn; Yunlong Ma, B"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,leakage,12,"LLM as our comparison tools. Vul- Repair is a T5-based automated vulnerability repair approach. AutoCodeRover is an agent-based repair tool with abilities that exploits program structure by code searching. Due to the lack of code repositories and issue information in the Juliet test suites, AutoCodeRover is excluded from that benchmark. To address potential data leakage concerns, we also compared LLM-generated patches using conversation-only interactions. We argue that if a vulnerability is not directly fixed by LLM but is successfully addressed by VulDebugger, the result is unrelated to data leakage. In this study, we provided LLM with the function body that contained vulnerabilities and crash information, allowing it to generate five patches. We then used the patch closest to being correct as the basis for our statistical results. The LLM model configuration used in AutoCode"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,leakage,12,"itories and issue information in the Juliet test suites, AutoCodeRover is excluded from that benchmark. To address potential data leakage concerns, we also compared LLM-generated patches using conversation-only interactions. We argue that if a vulnerability is not directly fixed by LLM but is successfully addressed by VulDebugger, the result is unrelated to data leakage. In this study, we provided LLM with the function body that contained vulnerabilities and crash information, allowing it to generate five patches. We then used the patch closest to being correct as the basis for our statistical results. The LLM model configuration used in AutoCodeRover and LLM is identical to that of VulDebugger. To evaluate the effectiveness of the above tools, we have assessed their repair accuracy. We categorized the patches into three levels: fail, plausible, and semantically equivalent. In"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,extra_validation,1,"ge language model ACM Reference Format: Zhengyao Liu, Yunlong Ma, Jingxuan Xu, Junchen Ai, Xiang Gao, Hailong Sun, and Abhik Roychoudhury. 2025. Agent That Debugs: Dynamic State-Guided Vulnerability Repair. 1, 1 (April 2025), 21 pages. https: //doi.org/10.1145/nnnnnnn.nnnnnnn 1 Introduction Software vulnerabilities are defects in programs that attackers can exploit to gain unauthorized access or trigger unintended behaviors [ 3], leading to financial loss, leakage of confidential in- formation [13], etc. According to statistics from CVE Details, the number of vulnerabilities has been steadily increasing in recent years, with 40,296 new vulnerabilities reported in 2024, and this number is expected to rise even further in 2025 [2]. This trend indicates that software vulnerabilities have become a significant source of security threats. However, manually fixing vulnerabilities A"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,extra_validation,2,"on rights licensed to ACM. ACM XXXX-XXXX/2025/4-ART https://doi.org/10.1145/nnnnnnn.nnnnnnn , Vol. 1, No. 1, Article . Publication date: April 2025. arXiv:2504.07634v1 [cs.SE] 10 Apr 2025 [[PAGE 2]] 2 Zhengyao Liu, Yunlong Ma, Jingxuan Xu, Junchen Ai, Xiang Gao, Hailong Sun, and Abhik Roychoudhury is a challenging task that requires time and specialized expertise. Statistics from the Edgescan report [1] indicate that the average remediation time for critical-severity vulnerabilities is 65 days, leaving programs exposed to potential attacks. Therefore, there is an urgent need for automated vulnerability repair techniques to enhance software security. In the past, automated vulnerability repair was a challenging task due to the diversity of vulner- ability types, complexity of trigger conditions, difficulties in verification, and limitations in code generation capabilitie"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,extra_validation,2,"Moreover, researchers [7, 25, 58] propose to guide the LLM to repair defects via multiple agents. Such approaches employ toolset [46] to provide the LLM with various static information about source codes, treating the LLM as an interactive agent rather than merely a generation tool, thereby making more comprehensive use of its capabilities. However, despite static analysis providing addi- tional information beyond the buggy code snippet, it still lacks certain critical details. For example, vulnerability CVE-2016-3623 [38], a division-by-zero vulnerability, involves an erroneously zeroed variable vertSubSampling being passed through multiple function calls and several conditional checks. This complexity makes it challenging to determine precisely where vertSubSampling is , Vol. 1, No. 1, Article . Publication date: April 2025. [[PAGE 3]] Agent That Debugs: Dynamic State-Guided"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,extra_validation,3,"mine precisely where vertSubSampling is , Vol. 1, No. 1, Article . Publication date: April 2025. [[PAGE 3]] Agent That Debugs: Dynamic State-Guided Vulnerability Repair 3 zeroed and how the zeroed values are propagated using static information alone. Similarly, issues involving buffer/heap overflows, and other problems that are traditionally difficult for static analysis to address, are also problematic to inform the LLM solely with static information. To address the aforementioned challenges, our key idea is to design an LLM agent that debugs programs like human developers. Think of how we fix a vulnerability. Given a vulnerability, (1) we usually first read the error report and identify suspicious locations to set breakpoints. (2) With the expected states of the program in mind, we then run the program to these locations to check the actual states. (3) Finally, we come up wit"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,extra_validation,3,"g the expected state is one of the biggest challenges. To solve this problem, inspired by the crash-free constraints [21], i.e., vulnerability-free constraints, we propose to infer expected states via constraints that need to be satisfied to fix the vulnerabilities. Specifically, this approach extracts “crash-free” constraints at the “crash” location (using sanitizers to trigger a crash for a vulnerability) that can disable the observed vulnerabilities. These constraints are well-suited to represent the expected state associated with a vulnerability. Furthermore, relying on the crash-free constraints, we infer the vulnerability-related states at various program locations step by step. To realize this idea, we implement a tool calledVulDebugger, which utilizes LLMs to debug and automatically repair vulnerabilities. VulDebugger initially triggers the vulnerability by executing a"
VulDebugger,Agentic Approaches/Tool-Augmented Agents/Agent That Debugs Dynamic State-Guided Vulnerability Repair..pdf,extra_validation,7,"tion, we will explain how we extract the CFC and perceive the expected states in potential fix locations. 3.1.1 Crash-free constraint extraction. Gao et al. [21] proposed a vulnerability repair methodology named ExtractFix, based on extracting CFCs to avoid patch overfitting. This approach extracts a constraint representing the vulnerability with the aid of sanitizers, which then serves as the basis for synthesizing patches. Eventually, this method represents CFCs through predefined templates. However, LLMs may struggle to accurately comprehend expressions that have not appeared in their training set. For example, Listing 1 demonstrates a patch for the vulnerability identified as GNU Bug 25003 [23]. Prior to the correction, the conditional check if (initial_read != SIZE_MAX || start < , Vol. 1, No. 1, Article . Publication date: April 2025. [[PAGE 8]] 8 Zhengyao Liu, Yunlong"
Abstain and Validate,Agentic Approaches/LLM-as-Judges/Abstain and Validate A Dual-LLM Policy for Reducing Noise in Agentic Program Repair.pdf,leakage,,
Abstain and Validate,Agentic Approaches/LLM-as-Judges/Abstain and Validate A Dual-LLM Policy for Reducing Noise in Agentic Program Repair.pdf,extra_validation,1,"codebase, and their candidate patches generated by an internal agentic APR system. On a set of 174 human-reported bugs, removing bugs and patch trajectories rejected by our policies can raise success rates by up to 13 percentage points and 15 percentage points, respectively, and by up to 39 percentage points in combina- tion. On null pointer exceptions and sanitizer-reported bugs with machine-generated bug reports, patch validation also improves average single-sample success rates. This two-policy approach pro- vides a practical path to the reliable, industrial-scale deployment of agentic APR systems. 1 Introduction A substantial portion of software development involves diagnosing and repairing bugs. To mitigate this cost, the research community has long invested in Automated Program Repair (APR) [16–18, 23]. More recently, advanced language models have enabled more com- plex"
Abstain and Validate,Agentic Approaches/LLM-as-Judges/Abstain and Validate A Dual-LLM Policy for Reducing Noise in Agentic Program Repair.pdf,extra_validation,1,"20, 27], the first set has 174 human-reported bugs with known ground-truth fixes and fail-to-pass reproduction tests. We evaluate both policies on repair trajectories generated by our ReAct-style APR system for this set. We further study patch validation on 198 machine-reported Java null pointer exception (NPE) bugs from a live deployment and 50 historical, sanitizer-reported bugs with known reproduction tests. Because our goal is to reduce developer noise, we introduce “filtered-success@k”. This metric computes success (e.g., fail-to-pass or human acceptance) only on the subset of patches and bugs that are “allowed” by our policies, rather than over the entire population. On our human-reported bug set, the baseline fail-to-pass@1 rate is 0.11. Applying bug abstention or patch validation alone raises this rate to 0.21 or 0.29, respectively. When combined, these policies form a"
Abstain and Validate,Agentic Approaches/LLM-as-Judges/Abstain and Validate A Dual-LLM Policy for Reducing Noise in Agentic Program Repair.pdf,extra_validation,2,"stem. After the agent generates patches, validation decides whether these are likely to have addressed the issue. Jointly they reduce developer noise from APR. the cost of showing patches for fewer bugs. On machine-reported bug sets, patch validation alone also shows significant gains: for NPE bugs, it raises the filtered-accept@1 from 0.38 to 0.62, and for sanitizer bugs, it improves the rate by up to 15 percentage points over a baseline using known reproduction tests. To summarize, our contributions in this work are: • A bug abstention policy to select bugs suitable for agentic APR. • A multi-stage patch validation policy to assess candidate patch correctness. •An extensive evaluation on three industrial bug sets. 2 Background: ReAct-style Agentic APR Our agentic APR system consists of an LLM-driven ReAct-style loop with coding tools designed to interact with an isolated Goo"
Abstain and Validate,Agentic Approaches/LLM-as-Judges/Abstain and Validate A Dual-LLM Policy for Reducing Noise in Agentic Program Repair.pdf,extra_validation,2,"the agent’s success on bug 𝑏 as ˆ𝜋𝑏 = 1 𝑛 Í𝑛 𝑖=1 𝑋𝑏,𝑖, or the expected value of a repair trial. This empirical value ˆ𝜋𝑏 is an observation-based estimate of the unknown, true probability of success for bug 𝑏, with respect to a particular repair system, which we denote as 𝜋𝑏 =𝑃(𝑋 𝑏,𝑖 = 1). Estimating ˆ𝜋𝑏 requires a success criterion, such as a test oracle or human reviewer. During deployment, however, such criterion is either unavailable (no test), or renders the estimation unnecessary (manual review on all patches). Thus, for a given bug𝑏, we leverage an abstention model 𝑃𝑎 to produce 𝑃𝑎 (𝑏), which then is used to estimate ˆ𝜋𝑏,a priori. We aim to turn 𝑃𝑎 (𝑏) into a decision policy that allows us to filter down the original bug set B to a new set B′, such that B′ ⊆ B and E𝑏′ ∈ B′ [𝜋𝑏′ ]>E 𝑏∈ B [𝜋𝑏 ], demonstrating a reduced probability of wasted repair attempts. Explicitly, the ab"
Abstain and Validate,Agentic Approaches/LLM-as-Judges/Abstain and Validate A Dual-LLM Policy for Reducing Noise in Agentic Program Repair.pdf,extra_validation,2,"rvation-based estimate of the unknown, true probability of success for bug 𝑏, with respect to a particular repair system, which we denote as 𝜋𝑏 =𝑃(𝑋 𝑏,𝑖 = 1). Estimating ˆ𝜋𝑏 requires a success criterion, such as a test oracle or human reviewer. During deployment, however, such criterion is either unavailable (no test), or renders the estimation unnecessary (manual review on all patches). Thus, for a given bug𝑏, we leverage an abstention model 𝑃𝑎 to produce 𝑃𝑎 (𝑏), which then is used to estimate ˆ𝜋𝑏,a priori. We aim to turn 𝑃𝑎 (𝑏) into a decision policy that allows us to filter down the original bug set B to a new set B′, such that B′ ⊆ B and E𝑏′ ∈ B′ [𝜋𝑏′ ]>E 𝑏∈ B [𝜋𝑏 ], demonstrating a reduced probability of wasted repair attempts. Explicitly, the abstention model’s prediction can be turned into a decision policy through a threshold. Let this be expressed as a function, 𝐷𝑎, which"
Abstain and Validate,Agentic Approaches/LLM-as-Judges/Abstain and Validate A Dual-LLM Policy for Reducing Noise in Agentic Program Repair.pdf,extra_validation,3,"ome representa- tion 𝑟(𝑏) of the given bug 𝑏. We define 𝑃𝑎 (outcome) as the model predicted probability of that token. Sincesuccess and failure are the only two possible outputs based on the instructions, the LLM’s decoding should place relatively little weight on other tokens and so 𝑃𝑎 (success|𝑟(𝑏)) +𝑃 𝑎 (failure|𝑟(𝑏)) ≈ 1. We confirmed this property on a held-out set of bugs during our development. 3.1.2 Bug representations.As is well known, the prompt used to query an LLM can have a substantial impact on its performance [19, 31]. We describe two possible bug representations for our prompt. •𝑟 1 (𝑏) Instruction Prompting with Title and Descrip- tion.The LLM is provided with the title and description of from the bug report, along with the capabilities of the agent used in our experiments. Specifically, we provide in- formation on the commands available to the agent, as well"
TSAPR,Agentic Approaches/LLM-as-Judges/TSAPR A Tree Search Framework For Automated Program Repair.pdf,leakage,21,"lts show that Beam Search achieves 149 plausible fixes and 88 correct fixes, fixing 9 more bugs than the vanilla model and 19 fewer bugs than MCTS. This demonstrates the scalability and effectiveness ofTSAPRacross multiple search algorithms, and also indicates that the MCTS search algorithm outperforms Beam Search in the bug repair scenario. 6.2 Analysis of Data Leakage Since GPT can only be accessed via API, we cannot determine its training data, which poses a risk of data leakage [83]. To address this issue, we take the following actions. For the open-source models (e.g., Qwen), we carefully examine their pre-training datasets and confirm that there is no overlap with benchmarks. For the black-box models (e.g., GPT), we follow prior work [ 59] and include the ConDefects dataset in our evaluation to mitigate the risk of data leakage. We also follow prior works [57, 59] and co"
TSAPR,Agentic Approaches/LLM-as-Judges/TSAPR A Tree Search Framework For Automated Program Repair.pdf,leakage,21,"odel and 19 fewer bugs than MCTS. This demonstrates the scalability and effectiveness ofTSAPRacross multiple search algorithms, and also indicates that the MCTS search algorithm outperforms Beam Search in the bug repair scenario. 6.2 Analysis of Data Leakage Since GPT can only be accessed via API, we cannot determine its training data, which poses a risk of data leakage [83]. To address this issue, we take the following actions. For the open-source models (e.g., Qwen), we carefully examine their pre-training datasets and confirm that there is no overlap with benchmarks. For the black-box models (e.g., GPT), we follow prior work [ 59] and include the ConDefects dataset in our evaluation to mitigate the risk of data leakage. We also follow prior works [57, 59] and compare the patches generated by GPT with reference developer fixes. On Defects4J, we find that GPT-3.5 generates 61"
TSAPR,Agentic Approaches/LLM-as-Judges/TSAPR A Tree Search Framework For Automated Program Repair.pdf,leakage,21,"cates that the MCTS search algorithm outperforms Beam Search in the bug repair scenario. 6.2 Analysis of Data Leakage Since GPT can only be accessed via API, we cannot determine its training data, which poses a risk of data leakage [83]. To address this issue, we take the following actions. For the open-source models (e.g., Qwen), we carefully examine their pre-training datasets and confirm that there is no overlap with benchmarks. For the black-box models (e.g., GPT), we follow prior work [ 59] and include the ConDefects dataset in our evaluation to mitigate the risk of data leakage. We also follow prior works [57, 59] and compare the patches generated by GPT with reference developer fixes. On Defects4J, we find that GPT-3.5 generates 61 patches that are identical to the developer patches. Even after removing the 61 patches overlapping with developer patches,TSAPRstill correctly fixe"
TSAPR,Agentic Approaches/LLM-as-Judges/TSAPR A Tree Search Framework For Automated Program Repair.pdf,leakage,21,"data leakage [83]. To address this issue, we take the following actions. For the open-source models (e.g., Qwen), we carefully examine their pre-training datasets and confirm that there is no overlap with benchmarks. For the black-box models (e.g., GPT), we follow prior work [ 59] and include the ConDefects dataset in our evaluation to mitigate the risk of data leakage. We also follow prior works [57, 59] and compare the patches generated by GPT with reference developer fixes. On Defects4J, we find that GPT-3.5 generates 61 patches that are identical to the developer patches. Even after removing the 61 patches overlapping with developer patches,TSAPRstill correctly fixes 49 (55 → 49) unique bugs that are beyond the reach of RepairAgent and ChatRepair. In addition, we conduct supplementary experiments on Condefects-Python using another open-source model, Qwen2.5-Coder-32B. We"
